model,query,expected_answer,retrieved_answer,strict_recall,strict_mrr,judged_valid,final_recall
ai-sage/Giga-Embeddings-instruct,What Is Business Renters Insurance? ,"When business is conducted on premises and in property that is not owned by the principals of a business , a general liability policy - business owner policy is typically required by the landlord . Actually , it is a very important business expense that a business owner needs , regardless of whether it is required by a landlord or not . In addition to providing all important liability coverage that is needed for various business activities , this type of policy also provides some business property coverage . For example , there is coverage for theft and other perils that might adversely affect business property . This type of policy usually includes coverage for advertising liability and several other valuable coverages that a business needs . There are many endorsements that can be added , to tailor the policy to the needs of the particular business operations . ","Commercial renters insurance as you call it is available for those businesses who lease the space in which they do business as opposed to own th e space or the building . It provides for coverage for business personal property , loss of business income , and can provide specific coverage if needed for both computer orother data electronichardware and software . It also provides General Liability coverage . Other coverage may be availlable and should be discussed with your insurance professional . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What Does Annuity Mean In Insurance? ,"An annuity is a contract between you and your life insurance company in which the insurance company provides payments to you at regular intervals for the rest of your life -LRB- or for a set period of time , or in a lump sum -RRB- , in exchange for you putting in a premium -LRB- either in a lump sum or on a payment plan -RRB- . It is a form of retirement savings . ",An annuity is a long-term savings plan that can be used to accumulate assets on a tax-deferred basis for retirement and/or to convert retirement assets into an income you can not outlive . An annuity is the opposite of life insurance . What they share in common is that both are insurance contracts . Life insurance provides financial protection against the risk of dying prematurely . An annuity provides financial protection against the risk of living too long and being without income during retirement . ,1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Auto Insurance Cover Accidents That Occur Off The Road? ,Your autoinsurancepolicy may cover you for driving off the road . This would really depend on what you mean by off the road . If you are involved in an organized racing or off-roading event then this type of activity would be specificallyexcluded . Best advise is to talk to your local agent about thecoverageof your auto policy . ,Your autoinsurancepolicy may cover you for driving off the road . This would really depend on what you mean by off the road . If you are involved in an organized racing or off-roading event then this type of activity would be specificallyexcluded . Best advise is to talk to your local agent about thecoverageof your auto policy . ,1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Disability Insurance Cover Alcoholism? ,"There are no disability insurance policies that I am aware of that cover a claim for a disabling event of alcoholism . You still may find one , but I deal with the top disability insurance carriers and they all specifically exclude claims for drug and alcoholism . These are for both short term and long term disability plans . ","There are no disability insurance policies that I am aware of that cover a claim for a disabling event of alcoholism . You still may find one , but I deal with the top disability insurance carriers and they all specifically exclude claims for drug and alcoholism . These are for both short term and long term disability plans . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Medicare Pay For Duodenal Switch? ,"Yes , Medicare will pay for a duodenal switch if there is evidence that the weight loss surgery is medically necessary . Among other things , the patient 's BMI must be 35 or more and there must be a health condition that will be alleviated or cured by losing a lot of weight . ","Yes , Medicare will pay for a duodenal switch if there is evidence that the weight loss surgery is medically necessary . Among other things , the patient 's BMI must be 35 or more and there must be a health condition that will be alleviated or cured by losing a lot of weight . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Where Should I Buy Life Insurance In Wisconsin? ,"To buy life insurance in Wisconsin , you can visit an agency that you find in the Yellow Pages , or you can shop from home on the internet . To see which websites offer life insurance in Wisconsin , put in your state in a free quote engine and see if it brings up a quote for you . Then you can contact them by phone or email if you like the quote or want to discuss your options . ","To buy life insurance in Wisconsin , you can visit an agency that you find in the Yellow Pages , or you can shop from home on the internet . To see which websites offer life insurance in Wisconsin , put in your state in a free quote engine and see if it brings up a quote for you . Then you can contact them by phone or email if you like the quote or want to discuss your options . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Is Health Insurance Paid By Employer Taxable? ,"A standard HMO , POS , PPO , etc form of health insurance that is provided by your employer and payed for by your employer will not be taxable by the IRS . Such situations are generally governed by the princplei of constructive recipt , which basically states that an employer can redirect their employee compensation to fund employee benefits such as health insurance - pretax which avoids FICA/FUTA taxes for the employer/employee and as long as the employee does not recieve the funds but has the funds go directly from payroll to the insurance company then they will not be held liable for any tax requirements on that transation . However there are many situations in which a form of insurance will be funded in such a manner however when the policy holder files a claim they directly recieve a check , in such instances that money that is recieved will often time be taxable . ","A standard HMO , POS , PPO , etc form of health insurance that is provided by your employer and payed for by your employer will not be taxable by the IRS . Such situations are generally governed by the princplei of constructive recipt , which basically states that an employer can redirect their employee compensation to fund employee benefits such as health insurance - pretax which avoids FICA/FUTA taxes for the employer/employee and as long as the employee does not recieve the funds but has the funds go directly from payroll to the insurance company then they will not be held liable for any tax requirements on that transation . However there are many situations in which a form of insurance will be funded in such a manner however when the policy holder files a claim they directly recieve a check , in such instances that money that is recieved will often time be taxable . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,How To Find Life Insurance Policy For Deceased? ,"In addition to the great list of suggestions David gave , I would add to ask relatives . You might also look through old checkbook registers to see if any checks were made out to life insurance companies . If you are unable to locate any policies , states may list those death benefits as unclaimed property in a couple of years . ","Finding a life insurance policy for a deceased person should start with a review of their records . You should look for receipts , payment coupons and any other reference to life insurance . It is also possible they kept a notebook or other item with a list of policy numbers . Using their social security number when contacting insurers will also help . And if those do n't work , give Peggy a call ! -LRB- below my answer -RRB- . She 's a true expert ! ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,Which Disability Insurance Is Best? ,"To find which Disability Insurance is best for you , you need to visit with an agent who understands this product and can shop several companies to find your best rate . Your agent can also help you figure out which features to include on your policy so that it accomplishes the purposes for which it is intended . ","The best Disability Insurance is the one that is designed to meet your needs . There are many good Disability policies to choose from and scores of features that you can optimize to make it work best for you . Contact a good agent to thoroughly review your situation and come up with a personal policy that will do what you want it to do , if and when you need it . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,What Can I Expect To Pay For Disability Insurance? ,"Disability premium pricing depends on your medical information , behaviors and your compensation . Medical information is collected such as gender , age , smoking status , health history , current medical condition , etc. . Behaviors like dangerous recreational activities , hazardous vocations and motor vehicle violations . And how much of your compensation do you want to coverage within the limits of disability insurance ? The generally rule of thumb for a nonsmoking healthy person covering 60 % of their compensation can be 3 to 5 % of the compensation coverage . ","Disability insurance usually costs between 1 % and 3 % of the insured person 's annual salary . You can get a policy with all the features , that will last a lifetime , and that will increase the benefit over time to compensate for inflation.Or you can get a basic policy with a short coverage period . The costs vary a lot depending on the features you choose . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,What Does It Mean To Be Vested In A Retirement Plan? ,"Vesting refers to ownership . Another way of looking at it is , if you have $ 10,000 in your retirement plan and you are 30 % vested , you own $ 3,000 . Your vested portion can never be reduced . If you leave your employer , the vested portion of your account can go with you or -LRB- in some cases -RRB- you can cash it out . ","To be vested in your retirement plan means that you would be able to take those retirement funds with you when you left your job , or collect them upon your retirement . Once you are vested in your retirement plan , those funds belong to you . You can be partially vested or fully vested , meaning you can take part or all of the funds , proportionate to the percent you are vested . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,What Retirement Plan Is Best For Me? ,"The retirement plan that is best for you is probably completely different than anybody else 's . Your goals are unique along with your income and risk-tolerance . To determine the best plan , an experienced financial planner can determine which concepts and products match your income and current/future needs . You 'll be able to view recommendations that will get you from your current status to where you seek to be . ",The best retirement plan for you needs to be tailored to your financial goals . You need to determine whether you are going to fund a qualified or non qualified plan . You need to determine your retirement time horizon . How long and how much will you contribute ? You need to establish your risk tolerance . What returns are you looking for and what is your risk to your contributions ? You need to estimate your life expectancy . How many years will I live during retirement ? These are a few factors that can assist you and your adviser is selecting the right retirement plan for you . ,0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,Why Is Permanent Life Insurance Good? ,"Permanent life insurance is good for those who need their life insurance to last until the end of their lives . This can be because they want the money to be there to settle their estate , pay their funeral , or provide a source of cash from which to borrow . No one can predict the time of their death with certainty , so Term insurance can not be counted on to be in effect at death . ","Permanent life insurance is good for those who need their life insurance to last until the end of their lives . This can be because they want the money to be there to settle their estate , pay their funeral , or provide a source of cash from which to borrow . No one can predict the time of their death with certainty , so Term insurance can not be counted on to be in effect at death . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Which Company Offers The Best Renters Insurance? ,"To find the best renters insurance policy for you , I would suggest that you talk with your friends and family about their experiences and knowledge of the carriers in your area that handle renters insurance . Insurance policies are as unique as the people that purchase them . Your best bet is to find yourself a good local agent and they will help provide you with the information that you need to make an informed decision . ","There is no one company that has the best renter 's insurance for all persons . In certain states , State Farm or Farmers may have the best rates . In other states , Nationwide or Liberty Mutual may offer the best options . And perhaps Geico in specific situations . Am I evading the question ? Yes . So ... here 's what you should do . Contact an experienced broker and within a few minutes , you 'll be presented with the most affordable renter 's insurance options in your area . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,Does Renters Insurance Cover Water Damage? ,"Generally speaking , the coverage provided by a Tenants ' Policy is vey similar to that provided by a Homeowners ' Policy . The main difference is that with regard to property coverage , a Renters ' Policy protects YOUR belongings while a Homeowners ' protectes both the home and personal property . Remember that someone else owns your building or unit so they would have coverage for their interests . Water camage is a covered peril in both , though there can certainly be some differences . In a Renters Policy , if rain comes in through an open window , the damage caused to your couch , for example would be covered by your policy . If on the other hand , you made a mistakle and left the water running in the tub and it overflowed , not only would your policy provide coverage for your damages , but the liability portion would provide coverage for your landlord 's interest . ",More than likely not your renters insurance . It really depends on the cause of the water damage . If the damage is caused from a broken pipe or water coming from another unit then liability coverage of the landlords policy or the other tenants renters policy may come into play for payment of the claim . Remember every policy is different . Please read your policy completely to understand the coverage provided and any exclusions that there may be or contact your local agent to have them go over the policy with you . ,0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Can An Individual Buy Short Term Disability Insurance? ,"Individuals can buy short term disability at work or through a local agent . Many work site based carriers sell individual policies paid for via payroll deduction . You can only get them at work , but they are fully portable if you separate from your employer . Individual work site policies are most in demand as they do cover normal childbirth . You can also purchase an individual policy by contacting a local agent and making direct payments to the insurer . The underwriting criteria are more strict , and the policies do not cover normal childbirth . ","YES , you can Buy Individual Short-Term Disability Insurance . Short-term meaning immediate upon being disabled up to 12 months . After 12 months , you can have a Long-Term Disability plan kick in . When you look at these plans , be sure to look at the definitions of disability , partial disability , cost of living adjustments and retroactive coverage for the long-term disability . These should be a part of most policies which take care of all the `` gray '' areas of coverage . For more information , do not hesitate to ask . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,When Should I Get Car Insurance? ,"Great question ! You will need an auto insurance policy if you or anyone else will be driving the car . I would advise that the car be covered if it is not going to be driven , but is in an area where it might be hit or vandalized if it is parked . If you have any risk of having to pay for the damage done to the car , then you may want to have it insured . If you need help , please feel free to contact me , I 'm happy to help . Thanks for asking ! ","In most if not all states , auto insurance is required in order to register a car for use on public access roads and highways . So the short answer to your question is right away because you will need to provide an insurance ID card and binder -LRB- if there is financing involved -RRB- to your dealership so that they can complete the transaction and register your car . Be sure to keep your INsurance Professional in the loop when you are shopping for a new car . That is the best way to make sure you have the insurance protection and documentation that you need , at the time you need it . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Bipolar Disorder Affect Life Insurance? ,"Yes , Bipolar Disorder effects the purchase of a new policy , but does not effect an established policy . In other words , being treated for Bipolar Disorder after the policy has been issued , does n't effect the policy . Unfortunately , when applying for a policy , Bipolar Disorder will effect the classification given a person for pricing purposes . Depending on the condition , it could also mean a decline . It is best to work with an agent who can access several companies and pre-underwrite the applicant to find the best possible situation for the applicant . ","Bipolar Disorder does affect Life Insurance rates and the type of policy the person with bipolar disorder can get . The most favorable scenario is for the applicant 's Bipolar Disorder to be stable for over a year , medications stable , and able to successfully hold down a job . In that case , rates can be Standard and the applicant can get any type of policy or face amount that they financially qualify for . If the Bipolar Disorder causes the person to be on Disability or it has been difficult to stabilize , then a simplified issue policy might be in order . This has some limits on face amount and might possibly be graded . However , there is usually a choice of policies for the person with Bipolar Disorder if you contact the right agency who understand and carries policies that cover it . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How Much Life Insurance Does A 30 Year Old Need? ,"The most typicallife insurance is term , which is used for covering specific needs that will disappear with time , such as : - Income replacement - Financial security for dependents - Mortgage protection - College funding for children - Final/burial expenses If none of these apply to you or you have money set aside to `` self-insure '' , thenyou may not need life insurance at all . But if you do , just follow three simple steps . 1 -RRB- Decide on the `` term '' -LRB- length of coverage -RRB- . It should be long enough to see your kids grown and through college . 20 -25 years , is typical . 2 -RRB- Determine the amount of coverage . Use an online insurance needs calculator . There is one that is thorough and easy to use at WEBSITELINK Once you 've decided on term and coverage ... 3 -RRB- Comparison shop . There is a big difference between costs from insurer to insurer . Again , visit a a website to arm yourself with life insurance quotes from A-rated insurance companies . 4 -RRB- Then talk to an agent . They can often get you an even lower price . Or if you have complicating factors -LRB- health , age , other needs -RRB- , they can find you the best deal . ","There are a lot of factors that determine how much life insurance a person needs , but you can boil them down to four main areas : Loans/mortgages , income loss , final expenses , and education . Each person deserves to have a tailored solution created just for them to determine how much life insurance they truly need . At 30 years old , it 's possible that many of life 's achievements have n't been realized yet , so I commend you on planning for this now . My best answer for your situation is to consult with an insurance advisor to determine your true level of need right now . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How Much Is A Typical Life Insurance Policy Worth? ,"According to the American Council of Life Insurers -LRB- ACLI -RRB- , in 2008 , the face amount of the average life insurance policy in the US was $ 183,000 . In 2010 , the face amount of the average life insurance policy was $ 165,000 . If Term insurance , there is no cash value worth to the policy itself . The average cash value worth of Permanent insurance is less than the face amount , with the amount of cash value depending on how long ago the policy was purchased and the interest rate . ","According to the American Council of Life Insurers -LRB- ACLI -RRB- , in 2008 , the face amount of the average life insurance policy in the US was $ 183,000 . In 2010 , the face amount of the average life insurance policy was $ 165,000 . If Term insurance , there is no cash value worth to the policy itself . The average cash value worth of Permanent insurance is less than the face amount , with the amount of cash value depending on how long ago the policy was purchased and the interest rate . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Can I Get Disability Insurance While Pregnant? ,"Can you get disability insurance while pregnant ? Yes , you can . Will they cover the pregnancy and any complications with ? NOPE . Disability policies carry a pre-existing condition clause that allows them to turn down a claim for a condition that occurs prior to the application . So you could get a disability policy while pregnant , but everything connected to the pregnancy would not be covered . ","Unfortunately , you can not get disability insurance while you are already pregnant . The pregnancy would be considered a pre-existing condition , as it would be a certain reason for the disability policy to pay out . As soon as your baby is born , you can apply for either long or short term disability insurance . ",1.0,0.5,False,1.0
ai-sage/Giga-Embeddings-instruct,How Much Life Insurance Should We Buy? ,"Are you married ? Have kids ? Mortgage ? What would it take to support the wife for her life , get the kids through college , and pay off the mortgage ? That 's a starting point . Figure on average from 3 to 10 times your annual income . More if you have a growing income . Thank you . GARY LANE . ","The biggest factor influencing life insurance need is income and how much of that income needs to be replaced . For example , if someone is making $ 100k , they are probably bringing home about $ 5-6k / month , which is what needs to be replaced . You can initially use a multiple of salary to get a rough estimate . 8-10X income is a good rule of thumb , depending on their age and income level . In other words , if someone is young and they have kids and the wife is home , and cash flow is tight , they are probably going to need 12X income . If their income is higher , and/or they are older , then it is probably closer to 8X income . Capitalizing their monthly take home pay , if that is what it takes to run the house hold gives you the most accurate estimate.Using the example above , if they are taking home $ 5k/month , that is $ 60k/year . If you divide that number by 5 % , you get a pretty accurate figure of $ 1.2 million , which happens to be 12X income . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,How Much Life Insurance Should I Have With Kids? ,"When you have kids , you want to be sure that you have enough life insurance on yourself to at least raise your children to the age of adults . It would not be unreasonable to purchase $ 100,000 of coverage for each child 's education . It would also be a good idea to get enough life insurance to replace your income for the number of years that they will be minors . Since this is a temporary need , you can use term insurance , which is much lower priced than permanent insurance . ","To figure out how much life insurance you need with kids , you can make a little worksheet . Put down how much your family spends on average each year , and subtract your spouse 's salary from that . The difference is what you need to cover . Multiple it by how many years until your children are adults . Throw in extra for college . That is how much life insurance you may want to purchase . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What Is The Federal Long Term Care Insurance Program? ,"The Federal Long Term Care Insurance Program -LRB- FLTCIP -RRB- provides long term care insurance for enrollees who are federal employees , USPS employees and active and retired members of the uniformed services and their qualified relatives . It is sponsored by the US Office of Personnel Management -LRB- OPM -RRB- and was introduced in 2002 by Long Term Care Partners LLC , a joint venture of MetLife and John Hancock . Since 2009 , John Hancock is the sole sponsor of Long Term Care Partners . The FLTCIP was specially designed to meet the needs of the federal family . The features and benefits are monitored by OPM and is on its second version . Qualified applicants are underwritten in a manner similar to LTC insurance sold to individuals by John Hancock and others . Go to the website for the program to find extensive information . ","The Federal Long Term Care Insurance Program -LRB- FLTCIP -RRB- provides long term care insurance for enrollees who are federal employees , USPS employees and active and retired members of the uniformed services and their qualified relatives . It is sponsored by the US Office of Personnel Management -LRB- OPM -RRB- and was introduced in 2002 by Long Term Care Partners LLC , a joint venture of MetLife and John Hancock . Since 2009 , John Hancock is the sole sponsor of Long Term Care Partners . The FLTCIP was specially designed to meet the needs of the federal family . The features and benefits are monitored by OPM and is on its second version . Qualified applicants are underwritten in a manner similar to LTC insurance sold to individuals by John Hancock and others . Go to the website for the program to find extensive information . ",1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Life Insurance Cover Natural Death? ,Traditional life insurance pays a death benefit amount to the beneficiaries of the policy no matter what the cause of death is with the exception of suicide during the contestibility -LRB- the first two years of the policy -RRB- period and sometimes when a felony murder is committed by the beneficiary against the policy insured . ,"Yes , Life Insurance does cover natural death . When you fill out a life insurance application , it will ask about certain health conditions -LRB- unless it is a guaranteed issue policy , which does not ask about your health -RRB- . If you answer those questions truthfully , and take the required exam , and are approved for your policy , your policy will pay the death benefit even if you pass away from an existing health condition . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How Do I Get Medicare In Georgia? ,Signing up for Medicare in Georgia is no different from any other state . When you turn 65 you should be automatically enrolled in Medicare Part A and Part B if you meet the eligibility requirements . Once in the Medicare system you need to decide if you want an Advantage plan or original Medicare and a Medigap plan . ,Signing up for Medicare in Georgia is no different from any other state . When you turn 65 you should be automatically enrolled in Medicare Part A and Part B if you meet the eligibility requirements . Once in the Medicare system you need to decide if you want an Advantage plan or original Medicare and a Medigap plan . ,1.0,1.0,False,1.0
ai-sage/Giga-Embeddings-instruct,Does Homeowners Insurance Cover Underground Pipes? ,"A homeowners policy covers the residence . There is coverage for sudden bursting of pipes inside the home but I can not locate any coverage for pipes outside and underground . Most homeowners policies exclude coverage for sewer backup , unless that coverage is provided as an option . Even that coverage isnt for the pipes ; rather it is for the damage to the residence . ","It is difficult to imagine when a homeowners policy would cover underground pipes . Most things that would affect underground pipes are excluded in a standard homeowners policy . Certainly normal deterioration or failure would not be covered . Movement of the ground is excluded . If the pipes were broken because an airplane fell on them , that is excluded also . ",1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,What Covers Renters Insurance? ,"Renters insurance is known as a Tenants policy . The most important coverage is personal liability where the company promises to pay when you are legally liable for claims arising from bodily injury or property damage . The second most important coverage is for your personal property . The landlord is not responsible for your property . If there is a covered loss your only recourse for lost property is your tenants policy . There are additional coverages , some of which are included . ","Renters insurance is very similar to home owners insurance in its coverage . It provides coverage for your personal property up to the limits of the policy for the peril covered -LRB- i.e. fire , explosion , etc. -RRB- . It also provides liability coverage for accidents that you are deemed responsible for on your residence and other locations as specified within the policy . Typically they will also provide some loss of use , which will get you money to pay rent at another residence after a complete loss . Every policy is different so be certain to read it completely to know what is or is not covered or contact your local agent to have them go over the policy with you . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How To Start A Retirement Plan? ,"A qualified defined contribution plan is a good place to begin and the most popular is the 401 -LRB- k -RRB- . The contributions are pretax or tax deductible , the account accumulates tax deferred and some employers actually match portion of your contribution . A non-qualifiedplan can also be an option if you 're an individual who does n't want the regulations ofqualifiedplans . Some non-qualifiedplans use a TAMRA compliant , nonmodifiedendowment lifeinsurancecontract with minimum death benefit . ","Starting a retirement plan -LRB- or planning for retirement -RRB- should start as early as possible . Even if it 's just $ 10 or $ 25 per month while you 're in your early 20s , it will pay huge dividends -LRB- figuratively -RRB- as the money continues to grow . My employer offered matching contributions for my 401K . I started immediately and it made a big positive difference in my retirement planning . I started and never stopped . Diversification is important at all times . A full-time financial adviser or broker -LRB- not a marketer or advertiser -RRB- is your best resource . They can monitor your progress , make changes and guide you to an early and enjoyable retirement . Putting dollars in your pocket is their goal . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Does Life Insurance Count In Estate? ,"Policy ownership is what determines whether the policy is included in a person 's estate for estate tax purposes . Having someone else own the policy will keep it out of the estate , but you also lose some control . The owner , not the insured , has control over the policy , so having someone else own the policy can be risky . Irrevocable Life Insurance Trusts could be used in large estates , but is overkill for most people . Keeping the life insurance out of your estate for tax reasons may not be a big issue but it depends on the total size of your estate and what trade-offs you are willing to accept to keep the insurance out of your estate . ","Yes , life insurance is included in estate tax if the money is not passed to a surviving spouse , and the beneficiary is not an irrevocable life insurance trust . The amount of the estate that is over the exempt amount is subject to the federal and state estate taxes for that state . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What Does Combined Single Limit Mean In Auto Insurance? ,"When a policy has a combined single limit , the companys liability to settle a lawsuit is limited to an absolute amount regardless of how many people or vehicles are involved . The split limit approach is common and breaks down company liability to losses that come from personal injury to individual liability and cumulative liability . For example , the policy might defend you in a lawsuit and pay damages up to $ 100,000 per person in an accident while limiting recover to $ 300,000 for an accident . The policy will also limit recovery on damage to someone elses car that is damaged by yours to $ 100,000 . Beyond those limits , whether split or combined single limits , you are personally responsible for a loss . ","Combined single limit is essentially a pool of money from which liability claims are paid . For example , if someone with a policy that has a combined single limit is in an accident with multiple people and the individual with the combined single limit policy is at fault and pursued legally for damages , any damages rewarded are paid out of the total pool . So , if the combined single limit is $ 500,000 , then damages will be paid from this $ 500,000 pool and no damages rewarded above $ 500,000 will be covered by the policy . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,How Much Does Self Employment Health Insurance Cost? ,Health insurance for the self employed is no different from any other health insurance plan . There are no `` special plans '' or discounts applied to premiums if you are self employed . You can buy an individual major medical plan or in some states you may qualify for a group health insurance plan . ,"Bob , great answer . In addition , most carriers require 50 % minimum employer contribution on behalf of the employee . No requirement for dependents . This variable contribution amount further clouds the cost of health insurance for small business . Depending on demographics of of the group , type of health plan offered , employer contribution amount , the cost to employee can be $ 0 to $ 300 . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,What Does Medicare Supplement F Cover? ,"Plan F covers the 20 % of Medicare approved medical expenses that Medicare does n't cover . There are No co-pays or deductibles . The plan covers : Part A hospital coinsurance , 365 additional hospital reserve days Benefit for blood Part B Co-Insurance Skilled nursing facility co-insurance Part A deductible Part B deductible Part B excess Foreign travel expense Preventative care co-insurance with NO out-of-pocket expense Plan G might also be a great option , depending on your situation . Make sure you are working with an agent that shops all the companies available to you in your area . ","Plan F is your `` cadillac '' plan -LRB- so-to-speak -RRB- because it provides the most comprehensive coverage and is the most popular Medicare supplement plan . Like other Medicare supplement plans , it covers basic benefits for medical and hospital expenses this plan will pay the remaining portion of whatever Medicare does not pay for medical and hospital charges as long as the charge is approved by Medicare . Ideally , this plan will benefit people who want to have the peace of mind in knowing that all of their Medicare approved charges will be covered - in short , you 're writing the check for your monthly premium and you 're done . You can add a Part D plan to provide coverage for prescriptions . Medicare Supplement Plan F covered benefits include : 1 -RRB- Medicare Part A coinsurance plus coverage for 365 additional days after Medicare benefits are used up 2 -RRB- Medicare Part B coinsurance or copayment 3 -RRB- First 3 pints of blood 4 -RRB- Part A hospice care coinsurance or copayment 5 -RRB- Part A hospitalization deductible 6 -RRB- Part B medical deductible 7 -RRB- Part B excess charges 8 -RRB- Skilled nursing facility co-insurance 9 -RRB- Foreign travel emergency -LRB- up to plan limits -RRB- Plan F also offers a high-deductible version of the plan it is the only plan that offers this feature . Under a high-deductible plan F , the insured must pay for Medicare-covered costs up to the years deductible amount $ 2,140 in 2014 before the supplement plan pays anything . The benefit of the high-deductible plan F is that it offers the insured a much lower monthly premium . ",0.0,0.0,True,1.0
ai-sage/Giga-Embeddings-instruct,What Does Medicare Provide For Older Americans? ,"Basic Medicare pays the majority of Medical bills , however it was never designed to be all inclusive . Hospitalization under part A has around a $ 1200 deductible -LRB- it changes every year -RRB- . Part B pays 80 % of Medicare approved charges for outpatient services and doctors visits . Without Medicare seniors would have no coverage in most cases . ","Medicare provides excellent health insurance at comparitively low costs , with various choices that allow you to insure yourself based on your current health and budget . Coverage includes hospitalization , doctor services and prescription drug coverage . Basic Medicare does not provide coverage for dental , vision or hearing , but some Advantage plans provide coverage for those services . To get a more specific details about Medicare , see a local insurance agent that specializes in Medicare . ",0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,Who Can Purchase Life Insurance? ,"Insurance is based on a couple of factors including age , current health , smoker or not , weight , amount requested , etc. . Anyone who can qualify can apply for and typically purchase life insurance . You must have what is referred to as `` Insurable interes '' in order to apply . That means that you must personally experience some form of economic loss in the event of death . Its best to apply while you are younger , healthy and no histroy of hospitalization if possible although we can also insure people who dont fit exactly into that catagory . ",Almost anyone can buy a life insurance can buy a life insurance policy as long as they qualify medically under the underwriting rules of the issuing carrier . Some policies incorporate full medical underwriting while others follow a limited or short form underwriting process . Most policies require you to be a US citizen but there are carriers and products if you are a legal resident . ,0.0,0.0,False,0.0
ai-sage/Giga-Embeddings-instruct,How Much Do Medigap Policies Cost? ,"The answer is ... it depends . There are 11 standardized Medigap plans ; each plan provides different coverage resulting in different premium -LRB- cost -RRB- amounts . Also , most Medigap carriers use an `` attained age '' rating -LRB- pricing -RRB- methodology , so the older you are , the higher the premium . For the same plan and age , most carriers as well have a higher premium for a male than a female , and a higher premium for a smoker than a non-smoker . Where you live -LRB- state and zip code -RRB- may also affect the premium . Carriers also charge different premiums for the exact same plan . The average cost of a Medigap plan for all individuals over 65 is approximately $ 200 per month ; it may cost less or more depending upon the factors outlined . Your best bet is to find a reputable senior market insurance agent to discuss your objectives and available options . ",The price for Medigap plans depends on which plan you choose and the area in which you live . They can range from $ 25/mo to over $ 400/mo . Here is a website you can go to where you can input your zip code and find the cost of Medigap policy options in your area . WEBSITELINK ,1.0,0.3333333333333333,False,1.0
ai-sage/Giga-Embeddings-instruct,How To Get Health Insurance With Epilepsy? ,"You can get health insurance with epilepsy . As an experienced health insurance broker -LRB- 33 years -RRB- , this is one of the conditions we often see when helping consumers shop for affordable healthcare . Under the ACA -LRB- Affordable Care Act -RRB- , pre-existing conditions are covered and there is no waiting period . Also , you may qualify for a federal subsidy to help pay premiums -LRB- during Open Enrollment -RRB- . Deductibles and coinsurance , however , will impact your out of pocket expenses . ","You can get health insurance with epilepsy . As an experienced health insurance broker -LRB- 33 years -RRB- , this is one of the conditions we often see when helping consumers shop for affordable healthcare . Under the ACA -LRB- Affordable Care Act -RRB- , pre-existing conditions are covered and there is no waiting period . Also , you may qualify for a federal subsidy to help pay premiums -LRB- during Open Enrollment -RRB- . Deductibles and coinsurance , however , will impact your out of pocket expenses . ",1.0,1.0,False,1.0
